#name	taxonomy_id
Listeria grayi DSM 20601 (GCA_000148995)	525367
Listeria grayi (GCA_900453005)	1641
Listeria grayi (GCA_900638015)	1641
Listeria innocua ATCC 33091 (GCA_000241405)	1002366
Listeria innocua Clip11262 (GCA_000195795)	272626
Listeria ivanovii (GCA_006339495)	1638
Listeria ivanovii subsp. ivanovii PAM 55 str. PAM55 (GCA_000252975)	881621
Listeria ivanovii subsp. londoniensis str. WSLC 30167 (GCA_000763475)	202752
Listeria kieliensis str. Kiel-L1 (GCA_003369925)	1621700
Listeria marthii FSL S4-120 (GCA_000183865)	702457
Listeria monocytogenes 10403S (GCA_000168695)	393133
Listeria monocytogenes EGD-e (GCA_000196035)	169963
Listeria monocytogenes EGD (GCA_000582845)	1334565
Listeria monocytogenes (GCA_001751825)	1639
Listeria monocytogenes (GCA_003588265)	1639
Listeria monocytogenes (GCA_003642885)	1639
Listeria monocytogenes (GCA_003681555)	1639
Listeria monocytogenes (GCA_003682295)	1639
Listeria monocytogenes (GCA_003875875)	1639
Listeria monocytogenes (GCA_003904255)	1639
Listeria monocytogenes (GCA_004771195)	1639
Listeria monocytogenes (GCA_006364035)	1639
Listeria monocytogenes (GCA_006364655)	1639
Listeria monocytogenes M7 (GCA_000218305)	1030009
Listeria monocytogenes serotype 1/2b str. 10-0811 (GCA_002214105)	1196164
Listeria monocytogenes serotype 4b str. LL195 (GCA_000318055)	1230340
Listeria riparia FSL S10-1204 (GCA_000525995)	1265816
Listeria rocourtiae str. CECT 7972 (GCA_004363965)	647910
Listeria seeligeri FSL N1-067 (GCA_000183945)	702453
Listeria seeligeri str. 7KSM (GCA_000972985)	1640
Listeria seeligeri (GCA_006339625)	1640
Listeria sp. SHR_NRA_18 (GCA_003856515)	2269046
Listeria weihenstephanensis FSL R9-0317 (GCA_000525955)	1265845
Listeria weihenstephanensis str. WS 4560 ( = DSM 24698) (GCA_003534205)	1006155
Listeria welshimeri serovar 6b str. SLCC5334 (GCA_000060285)	386043
Listeriaceae bacterium FSL A5-0209 (GCA_000766055)	1497679
Litoreibacter albidus (GCA_900107015)	670155
Litoreibacter ascidiaceicola (GCA_900129235)	1486859
Litoreibacter halocynthiae str. DSM 29467 (GCA_004365635)	1242689
Litoreibacter janthinus (GCA_900111945)	670154
Litoreibacter meonggei str. DSM 29466 (GCA_003663885)	1049199
Litoreibacter ponti str. DSM 100977 (GCA_003054285)	1510457
Litorilituus sediminis str. JCM 17549 (GCA_004295665)	718192
Litorimicrobium taeanense (GCA_900110775)	657014
Litorimonas taeanensis str. DSM 22008 (GCA_003634015)	568099
Lokiarchaeum sp. GC14_75 (GCA_000986845)	1538547
Loktanella atrilutea (GCA_900128995)	366533
Loktanella fryxellensis (GCA_900110065)	245187
Loktanella salsilacus (GCA_900114485)	195913
Loktanella sp. 1ANDIMAR09 (GCA_001411945)	1700845
Loktanella sp. 22II-4b (GCA_002210125)	1317115
Loktanella sp. 3ANDIMAR09 (GCA_001420005)	1225657
Loktanella sp. 5RATIMAR09 (GCA_001419985)	1225655
Loktanella sp. D2R18 (GCA_003318235)	2267230
Loktanella sp. DSM 29012 (GCA_900110705)	1881056
Loktanella sp. IMCC34160 (GCA_004145845)	2510646
Loktanella sp. PT4BL (GCA_003201935)	2135611
Loktanella sp. S4079 (GCA_000967725)	579483
Lonepinella koalarum str. DSM 10053 (GCA_004339625)	53417
Longibacter salinarum str. KCTC 52045 (GCA_002554795)	1850348
Longibaculum muris str. DSM 29487 (GCA_004343035)	1796628
Longicatena caecimuris str. DSM 29481 (GCA_004341945)	1796635
Longilinea arvoryzae (GCA_001050235)	360412
Longimonas halophila str. KCTC 42399 (GCA_002554705)	1469170
Lonsdalea britannica (GCA_002111635)	1082704
Lonsdalea iberica (GCA_002111585)	1082703
Lonsdalea populi (GCA_003730085)	1172565
Lonsdalea quercina (GCA_900107885)	71657
Lucifera butyrica (GCA_900476375)	1351585
Luminiphilus syltensis NOR5-1B str. NOR51-B (GCA_000158175)	565045
Lunatimonas lonarensis str. AK24 (GCA_000390185)	1232681
Luteibacter rhizovicinus DSM 16549 str. LJ96T (GCA_001887595)	1440763
Luteibacter rhizovicinus str. LP_13_YM (GCA_004342265)	242606
Luteibacter sp. 22Crub2.1 (GCA_900167995)	1283288
Luteibacter sp. 329MFSha (GCA_900111665)	1798239
Luteibacter sp. OK325 (GCA_003050935)	2135670
Luteibacter sp. UNCMF331Sha3.1 (GCA_900109915)	1502760
Luteibacter sp. UNCMF366Tsu5.1 (GCA_900119235)	1502758
Luteibacter yeojuensis str. SU11 (GCA_000964085)	345309
Luteimicrobium subarcticum str. DSM 22413 (GCA_002798015)	620910
Luteimonas aestuarii str. B9 (GCA_004357985)	453837
Luteimonas sp. 100111 (GCA_002327105)	2006110
Luteimonas sp. 83-4 (GCA_003293695)	2172536
Luteimonas sp. FCS-9 (GCA_001014645)	1547516
Luteimonas sp. H23 (GCA_005239095)	2572684
Luteimonas sp. JM171 (GCA_001717465)	1896164
Luteimonas terrae str. THG-MD21 (GCA_004358165)	1530191
Luteipulveratus halotolerans str. C296001 (GCA_001247745)	1631356
Luteipulveratus mongoliensis str. MN07-A0370(T), (=NBRC 105296(T)=VTCC D9-09(T) (GCA_001190945)	571913
Luteitalea pratensis str. DSM 100886 (GCA_001618865)	1855912
Luteococcus japonicus str. DSM 10546 (GCA_003752415)	33984
Luteococcus japonicus LSP_Lj1 (GCA_900163845)	1255658
Lutibacter agarilyticus (GCA_900188235)	1109740
Lutibacter flavus (GCA_900188355)	691689
Lutibacter maritimus (GCA_900116115)	593133
Lutibacter oceani str. 325-5 (GCA_003384935)	1853311
Lutibacter oricola (GCA_900106565)	762486
Lutibacter profundi str. LP1 (GCA_001543325)	1622118
Lutibacter sp. (GCA_002733665)	1925666
Lutibacter sp. HS1-25 (GCA_004121075)	2485000
Lutibacter sp. LPB0138 (GCA_001761325)	1850246
Lutibaculum baratangense AMV1 (GCA_000496075)	631454
Lutimaribacter saemankumensis (GCA_900100005)	490829
Lutispora thermophila DSM 19022 (GCA_900142105)	1122184
Lyngbya aestuarii BL J (GCA_000478195)	1348334
Lyngbya confervoides BDU141951 (GCA_000817775)	1574623
Lysinibacillus acetophenoni (GCA_900220965)	614649
Lysinibacillus boronitolerans JCM 21713 = 10a = NBRC 103108 (GCA_000772935)	1294264
Lysinibacillus chungkukjangi str. KACC 16626 (GCA_003217295)	1202712
Lysinibacillus composti str. MCCC 1A12701 (GCA_003856865)	720633
Lysinibacillus contaminans str. DSM 25560 (GCA_001278945)	1293441
Lysinibacillus endophyticus str. DSM 100506 (GCA_003628435)	1978490
Lysinibacillus fusiformis str. M5 (GCA_001726065)	28031
Lysinibacillus fusiformis str. Juneja (GCA_002845985)	28031
Lysinibacillus fusiformis str. NRRL NRS-350 (GCA_003367495)	28031
Lysinibacillus fusiformis ZC1 (GCA_000178135)	714961
Lysinibacillus halotolerans str. MCCC 1A12703 (GCA_003711845)	1368476
Lysinibacillus macroides str. DSM 54 (GCA_001281525)	33935
Lysinibacillus manganicus DSM 26584 (GCA_000772945)	1384049
Lysinibacillus mangiferihumi (GCA_005217845)	1130819
Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529 (GCA_000772965)	1211035
Lysinibacillus odysseyi 34hs-1 = NBRC 100172 (GCA_000773015)	1220589
Lysinibacillus sinduriensis BLB-1 = JCM 15800 (GCA_000772955)	1384057
Lysinibacillus sp. 2017 (GCA_003073375)	2169540
Lysinibacillus sp. A1 (GCA_000801965)	1571920
Lysinibacillus sp. AC-3 (GCA_900167885)	1680467
Lysinibacillus sp. B2A1 (GCA_002973635)	2081964
Lysinibacillus sp. BF-4 (GCA_000743635)	1473546
Lysinibacillus sp. BK089 (GCA_004338635)	2512161
Lysinibacillus sp. F5 (GCA_001482485)	1700846
Lysinibacillus sp. FJAT-14222 (GCA_001278875)	1932366
Lysinibacillus sp. FJAT-14745 (GCA_001275675)	1704289
Lysinibacillus sp. OL1 (GCA_004332175)	2517243
Lysinibacillus sp. SG45 (GCA_900110175)	1500271
Lysinibacillus sp. SGAir0095 (GCA_005491425)	2070463
Lysinibacillus sp. SYSU K30002 (GCA_003977595)	2498145
Lysinibacillus sp. YLB-03 (GCA_003515775)	2304605
Lysinibacillus sp. YR326 (GCA_004365745)	1855296
Lysinibacillus sp. YS11 (GCA_002896375)	2072025
Lysinibacillus sp. ZYM-1 (GCA_001308875)	1681184
Lysinibacillus sphaericus C3-41 (GCA_000017965)	444177
Lysinibacillus sphaericus CBAM5 (GCA_000568835)	1400869
Lysinibacillus sphaericus str. LMG 22257 (GCA_001753205)	1421
Lysinibacillus sphaericus str. A1 (GCA_002923795)	1421
Lysinibacillus sphaericus str. DSM 28 (GCA_002982115)	1421
Lysinibacillus sphaericus str. KCCM 35418 (GCA_004101885)	1421
Lysinibacillus sphaericus (GCA_005217555)	1421
Lysinibacillus sphaericus (GCA_900445455)	1421
Lysinibacillus sphaericus (GCA_900618155)	1421
Lysinibacillus sphaericus OT4b.31 (GCA_000392615)	1285586
Lysinibacillus tabacifolii (GCA_005217585)	1173107
Lysinibacillus telephonicus str. S5H2222 (GCA_003966145)	1714840
Lysinibacillus varians str. GY32 (GCA_000600105)	1145276
Lysinibacillus varians (GCA_005217815)	1145276
Lysinibacillus xylanilyticus str. DSM 23493 (GCA_001183605)	582475
Lysinibacillus xylanilyticus str. t26 (GCA_002803495)	582475
Lysinibacillus xylanilyticus str. KCTC 13423 (GCA_004365535)	582475
Lysinibacillus xyleni (GCA_900217795)	614648
Lysinimicrobium mangrovi (GCA_900109245)	1043493
Lysinimonas sp. 2DFWR-13 (GCA_003627075)	2419774
Lysobacter antibioticus (GCA_001442745)	84531
Lysobacter arseniciresistens ZS79 (GCA_000768335)	913325
Lysobacter capsici AZ78 (GCA_000604005)	1444315
Lysobacter capsici (GCA_001442785)	435897
Lysobacter capsici str. KNU-14 (GCA_002355295)	435897
Lysobacter concretionis Ko07 = DSM 16239 (GCA_000768345)	1122185
Lysobacter daejeonensis GH1-9 (GCA_000768355)	1385517
Lysobacter defluvii IMMIB APB-9 = DSM 18482 (GCA_000769985)	1385515
Lysobacter dokdonensis DS-58 (GCA_000770795)	1300345
Lysobacter enzymogenes (GCA_001442515)	69
Lysobacter enzymogenes str. B25 (GCA_002024615)	69
Lysobacter enzymogenes str. M497-1 (GCA_002355975)	69
Lysobacter enzymogenes str. OH11 (GCA_003789105)	69
Lysobacter enzymogenes str. YC36 (GCA_005954665)	69
Lysobacter enzymogenes (GCA_900106525)	69
Lysobacter gummosus (GCA_001442805)	262324
Lysobacter maris str. HZ9B (GCA_003233695)	1605891
Lysobacter pythonis str. 4284/11 (GCA_003697345)	2483112
Lysobacter silvestris str. AM20-91 (GCA_002895945)	1645665
Lysobacter soli str. KCTC 22011 (GCA_003382285)	453783
Lysobacter sp. A03 (GCA_000855665)	1199154
Lysobacter sp. cf310 (GCA_900114355)	1761790
Lysobacter sp. N42 (GCA_004344885)	2545719
Lysobacter sp. Root494 (GCA_001427225)	1736549
Lysobacter sp. Root604 (GCA_001427505)	1736568
Lysobacter sp. Root690 (GCA_001427785)	1736588
Lysobacter sp. Root96 (GCA_001429315)	1736612
Lysobacter sp. TY2-98 str. Junwon Lee (GCA_003367355)	2290922
Lysobacter sp. WF-2 (GCA_003416885)	2303539
Lysobacter sp. yr284 (GCA_900107375)	1761791
Lysobacter sp. zong2l5 (GCA_003382365)	2293254
Lysobacter sp. ZS60 (GCA_003719825)	1327343
Lysobacter spongiicola DSM 21749 (GCA_900167055)	1122188
Lysobacter tolerans (GCA_900155935)	1604334
Macellibacteroides sp. HH-ZS (GCA_001704385)	1857568
Macrococcus bohemicus str. 03/115 (GCA_003259675)	1903056
Macrococcus bohemicus (GCA_004358885)	1903056
Macrococcus bovicus (GCA_004359575)	69968
Macrococcus brunensis (GCA_004359615)	198483
Macrococcus canis str. KM45013 (GCA_002119805)	1855823
Macrococcus canis (GCA_004359605)	1855823
Macrococcus canis str. KM0218 (GCA_005706215)	1855823
Macrococcus carouselicus (GCA_004359515)	69969
Macrococcus caseolyticus (GCA_002834635)	69966
Macrococcus caseolyticus str. DaniaSudan (GCA_003627575)	69966
Macrococcus caseolyticus JCSC5402 (GCA_000010585)	458233
Macrococcus epidermidis str. 01/688 (GCA_003259695)	1902580
Macrococcus goetzii (GCA_004359815)	1891097
Macrococcus hajekii (GCA_004359505)	198482
Macrococcus lamae (GCA_004359545)	198484
Macrococcus sp. DPC7161 (GCA_004117835)	2507060
Macrococcus sp. IME1552 (GCA_002313045)	1898474
Mageeibacillus indolicus str. KA00405 (GCA_002892425)	884684
Mageeibacillus indolicus UPII9-5 (GCA_000025225)	699246
Magnetococcales bacterium (GCA_002687415)	2026759
Magnetococcales bacterium (GCA_002707865)	2026759
Magnetococcus marinus MC-1 (GCA_000014865)	156889
Magnetofaba australis IT-1 (GCA_002109495)	1434232
Magnetospira sp. QH-2 (GCA_000968135)	1288970
Magnetospirillum caucaseum str. SO-1 (GCA_000342045)	1244869
Magnetospirillum gryphiswaldense MSR-1 v2 (GCA_000513295)	1430440
Magnetospirillum kuznetsovii str. LBB-42 (GCA_003284725)	2053833
Magnetospirillum magneticum AMB-1 (GCA_000009985)	342108
Magnetospirillum magnetotacticum MS-1 (GCA_000829825)	272627
Magnetospirillum marisnigri str. SP-1 (GCA_001650715)	1285242
Magnetospirillum moscoviense str. BB-1 (GCA_001650635)	1437059
Magnetospirillum sp. 64-120 (GCA_001898825)	1895778
Magnetospirillum sp. ME-1 (GCA_002105535)	1639348
Magnetovibrio blakemorei str. MV-1 (GCA_001746755)	28181
Magnetovibrio sp. (GCA_002690705)	2024836
Magnetovibrio sp. (GCA_002709445)	2024836
Mahella australiensis 50-1 BON (GCA_000213255)	697281
Maledivibacter halophilus (GCA_900167445)	36842
Malikia granosa (GCA_002980595)	263067
Malikia spinosa (GCA_002980625)	86180
Maliponia aquimaris (GCA_900184945)	1673631
Malonomonas rubra DSM 5091 (GCA_900142125)	1122189
Mameliella alba str. UMTAT08 (GCA_000807715)	561184
Mameliella sp. (GCA_002729635)	1924940
Mangrovibacter phragmitis str. MP23 (GCA_001655675)	1691903
Mangrovibacter plantisponsor str. DSM 19579 (GCA_003182475)	451513
Mangrovibacter sp. MFB070 (GCA_000705335)	1224318
Mangrovibacterium diazotrophicum str. DSM 27148 (GCA_003610535)	1261403
Mangrovibacterium marinum str. DSM 28823 (GCA_003046625)	1639118
Mangrovimonas sp. DI 80 (GCA_001975575)	1779330
Mangrovimonas sp. HN-E26 (GCA_003944795)	2494697
Mangrovimonas yunxiaonensis str. LY01 (GCA_000733475)	1197477
Mannheimia granulomatis str. PKL10 (GCA_000584935)	85402
Mannheimia granulomatis str. MH-PKL1 (GCA_003435565)	85402
Mannheimia haemolytica (GCA_002285615)	75985
Mannheimia haemolytica (GCA_900452885)	75985
Mannheimia haemolytica (GCA_900452985)	75985
Mannheimia haemolytica (GCA_900638155)	75985
Mannheimia sp. USDA-ARS-USMARC-1261 (GCA_000521605)	1432056
Mannheimia varigena str. OADDL-MV1 (GCA_005845415)	85404
Mannheimia varigena USDA-ARS-USMARC-1296 (GCA_000521655)	1433287
Maribacter aquivivus (GCA_900142175)	228958
Maribacter arcticus (GCA_900167935)	561365
Maribacter caenipelagi str. CECT 8455 (GCA_004364175)	1447781
Maribacter cobaltidurans str. B1 (GCA_002269385)	1178778
Maribacter dokdonensis (GCA_900105545)	320912
Maribacter orientalis (GCA_900109345)	228957
Maribacter polysiphoniae str. DSM 23514 (GCA_003148665)	429344
Maribacter sedimenticola (GCA_900188415)	228956
Maribacter sp. 4G9 (GCA_002742265)	1889777
Maribacter sp. 4U21 (GCA_002742365)	1889779
Maribacter sp. ACAM166 (GCA_005771495)	2508996
Maribacter sp. HTCC2170 (GCA_000153165)	313603
Maribacter sp. MJ134 (GCA_003970695)	2496865
Maribacter sp. PoM-212 (GCA_003933245)	2498892
Maribacter sp. RZ26 (GCA_005885635)	2578118
Maribacter sp. T28 (GCA_001673755)	1836467
Maribacter spongiicola str. DSM 25233 (GCA_004364165)	1206753
Maribacter stanieri (GCA_900112245)	440514
Maribacter ulvicola (GCA_900155985)	228959
Maribacter vaceletii str. DSM 25230 (GCA_003634105)	1206816
Maribius pelagius (GCA_900110115)	387096
Maribius salinus (GCA_900141995)	313368
Maricaulis maris str. DSM 4734 (GCA_003634045)	74318
Maricaulis maris MCS10 (GCA_000014745)	394221
Maricaulis salignorans (GCA_900103475)	144026
Maricaulis sp. (GCA_002692855)	1486257
Maricaulis sp. W15 (GCA_001924955)	1772333
Marichromatium gracile str. DSM 203 (GCA_004343155)	1048
Marichromatium purpuratum 984 (GCA_000224005)	765910
Marinactinospora thermotolerans DSM 45154 (GCA_900167435)	1122192
Marinitenerispora sediminis (GCA_003336455)	1931232
marine actinobacterium PHSC20C1 (GCA_000153145)	312284
marine bacterium AO1-C (GCA_001890965)	1905359
marine gamma proteobacterium HTCC2148 (GCA_000156295)	247634
Marine Group I thaumarchaeote SCGC AAA799-B03 (GCA_000746785)	1502289
Marine Group I thaumarchaeote SCGC AAA799-D11 (GCA_000746765)	1502291
Marine Group I thaumarchaeote SCGC AAA799-E16 (GCA_000724145)	1502292
Marine Group I thaumarchaeote SCGC AAA799-N04 (GCA_000722915)	1502293
Marine Group I thaumarchaeote SCGC AAA799-P11 (GCA_000746685)	1502295
Marine Group I thaumarchaeote SCGC RSA3 (GCA_000746745)	1503183
Marinibacterium profundimaris str. 22II1-22F33 (GCA_002210095)	1679460
Marinicauda algicola str. JCM 31718 (GCA_004793685)	2029849
Marinicauda pacifica str. P-1 km-3 (GCA_004793635)	1133559
Marinicauda sp. WD6-1 (GCA_003122085)	2135793
Marinicaulis flavus str. SY-3-19 (GCA_002943565)	2058213
Marinicella litoralis str. DSM 25488 (GCA_004363335)	644220
Labilibaculum antarcticum str. SPP2 (GCA_002356295)	1717717
Marinifilaceae bacterium T3-2 S1-C (GCA_003996985)	2487017
Marinifilum breve str. JC075 (GCA_003202155)	2184082
Marinifilum flexuosum str. DSM 21950 (GCA_003610555)	1117708
Marinifilum sp. JC120 (GCA_004923195)	2302941
Mariniflexile fucanivorans str. DSM 18792 (GCA_004341235)	264023
Mariniflexile sp. TRM1-10 (GCA_003425985)	2027857
Marinilabilia salmonicolor str. MSL42 (GCA_003003035)	989
Marinilabilia salmonicolor str. 160A (GCA_003337725)	989
Marinilabilia sp. WTE str. WTE16 (GCA_003121985)	2162893
Marinilabiliaceae bacterium (GCA_003500705)	2053574
Marinilabiliaceae bacterium JC017 (GCA_004296775)	2234116
Marinilabiliales bacterium (GCA_002869365)	2053303
Marinilabiliales bacterium (GCA_002869405)	2053303
Marinilabiliales bacterium (GCA_002869435)	2053303
Marinilabiliales bacterium (GCA_003485835)	2053303
Marinilabiliales bacterium (GCA_003512955)	2053303
Marinilactibacillus piezotolerans (GCA_900114235)	258723
Marinilactibacillus psychrotolerans 42ea (GCA_900163775)	1255609
Marinilactibacillus psychrotolerans (GCA_005864315)	191770
Marinilactibacillus psychrotolerans (GCA_900101525)	191770
Marinilactibacillus sp. 15R (GCA_001895285)	1911586
Marinimicrobium koreense str. DSM 16974 (GCA_003762925)	306545
Marinimicrobium sp. (GCA_002695945)	2024837
Marininema halotolerans (GCA_900116235)	1155944
Marininema mesophilum (GCA_900106775)	1048340
Mariniphaga anaerophila (GCA_900129025)	1484053
Mariniphaga sediminis str. SY21 (GCA_003573545)	1628158
Mariniradius saccharolyticus AK6 (GCA_000330725)	1239962
Marinirhabdus gelatinilytica str. DSM 101478 (GCA_003353425)	1703343
Marinisporobacter balticus str. DSM 102940 (GCA_004345705)	2018667
Marinithermus hydrothermalis DSM 14884 (GCA_000195335)	869210
Marinitoga hydrogenitolerans DSM 16785 (GCA_900129175)	1122195
Marinitoga piezophila KA3 (GCA_000255135)	443254
Marinitoga sp. 1155 (GCA_001021175)	1428448
Marinitoga sp. 1197 (GCA_001021165)	1428449
Marinobacter adhaerens str. PBVC038 (GCA_001717765)	1033846
Marinobacter adhaerens HP15 (GCA_000166295)	225937
Marinobacter antarcticus (GCA_900142385)	564117
Marinobacter daqiaonensis (GCA_900115285)	650891
Marinobacter excellens HL-55 (GCA_001314845)	1305731
Marinobacter excellens LAMA 842 (GCA_001574445)	1306954
Marinobacter flavimaris str. KCTC 12185 (GCA_003363485)	262076
Marinobacter fuscus (GCA_003007675)	2109942
Marinobacter gudaonensis (GCA_900115175)	375760
Marinobacter guineae str. M3B (GCA_002744735)	432303
Marinobacter halophilus (GCA_003007685)	1323740
Marinobacter hydrocarbonoclasticus ATCC 49840 (GCA_000284615)	1163748
Marinobacter hydrocarbonoclasticus str. STW2 (GCA_001895225)	2743
Marinobacter hydrocarbonoclasticus str. 105B (GCA_003337515)	2743
Marinobacter hydrocarbonoclasticus str. 114E (GCA_003337655)	2743
Marinobacter hydrocarbonoclasticus str. DSM 50418 (GCA_003634635)	2743
Marinobacter hydrocarbonoclasticus VT8 (GCA_000015365)	351348
Marinobacter litoralis str. SW-45 (GCA_003336705)	187981
Marinobacter lutaoensis str. T5054 (GCA_001981305)	135739
Marinobacter manganoxydans MnI7-9 (GCA_000235625)	1094979
Marinobacter mobilis (GCA_900106945)	488533
Marinobacter nanhaiticus D15-8W (GCA_000364845)	626887
Marinobacter nitratireducens str. AK21 (GCA_000708045)	1137280
Marinobacter pelagius str. 114J (GCA_003315345)	379482
Marinobacter pelagius (GCA_900114925)	379482
Marinobacter persicus str. UTICA-S1B9 (GCA_002934305)	930118
Marinobacter persicus (GCA_900114155)	930118
Marinobacter psychrophilus str. 20041 (GCA_001043175)	330734
Marinobacter salarius (GCA_002116735)	1420917
Marinobacter salinus str. Hb8 (GCA_001854125)	1874317
Marinobacter santoriniensis NKSG1 (GCA_000347775)	1288826
Marinobacter segnicrescens (GCA_900111555)	430453
Marinobacter shengliensis (GCA_003007715)	1389223
Marinobacter sp. 3-2 (GCA_003751355)	2485141
Marinobacter sp. (GCA_002683435)	50741
Marinobacter sp. (GCA_002683915)	50741
Marinobacter sp. (GCA_002693645)	50741
Marinobacter sp. (GCA_002693995)	50741
Marinobacter sp. (GCA_002714765)	50741
Marinobacter sp. (GCA_002733265)	50741
Marinobacter sp. (GCA_003539345)	50741
Marinobacter sp. ANT_B65 (GCA_002407605)	2039467
Marinobacter sp. Arc7-DN-1 str. MCCC 1K03540 (GCA_003441595)	2304594
Marinobacter sp. BSs20148 (GCA_000283275)	490759
Marinobacter sp. C18 (GCA_001924925)	1772288
Marinobacter sp. C1S70 (GCA_000475355)	1396859
Marinobacter sp. CP1 (GCA_001266795)	1671721
Marinobacter sp. DSM 26291 (GCA_900114695)	1761792
Marinobacter sp. DSM 26671 (GCA_900112835)	1761793
Marinobacter sp. EhN04 (GCA_001650765)	1849167
Marinobacter sp. EN3 (GCA_000475315)	1397533
Marinobacter sp. es.042 (GCA_900188315)	1761794
Marinobacter sp. es.048 (GCA_900188435)	1761795
Marinobacter sp. ES-1 (GCA_000475255)	1396858
Marinobacter sp. EVN1 (GCA_000475375)	1397532
Marinobacter vulgaris str. F01 (GCA_003344045)	1928331
Marinobacter sp. HL-58 (GCA_001314605)	1479237
Marinobacter sp. JH2 (GCA_004353225)	2547598
Marinobacter sp. LQ44 (GCA_001447155)	1749259
Marinobacter sp. LV10R510-11A (GCA_900215155)	1415568
Marinobacter sp. LV10R520-4 str. lv10r520-4 (GCA_002563815)	1761796
Marinobacter sp. lvr2a5a20 (GCA_004365955)	1761797
Marinobacter sp. N4 (GCA_002933275)	2055143
Marinobacter sp. NP-6 (GCA_003997005)	2488666
Marinobacter sp. P4B1 (GCA_001447135)	1119533
Marinobacter sp. PJ-16 (GCA_005298175)	2576384
Marinobacter sp. PT19DW (GCA_003046275)	2135610
Marinobacter sp. R17 (GCA_003789045)	2484250
Marinobacter sp. W62 (GCA_004792665)	1928859
Marinobacter sp. X15-166B (GCA_001752365)	1897620
Marinobacter sp. YJ-S3-2 (GCA_004327985)	2528979
Marinobacter subterrani str. JG233 (GCA_001045555)	1658765
Marinobacter vinifirmus str. FB1 (GCA_002258215)	355591
Marinobacter zhejiangensis (GCA_900114775)	488535
Marinobacterium aestuarii str. ST58-10 (GCA_001651805)	1821621
Marinobacterium georgiense DSM 11526 (GCA_900107855)	1122198
Marinobacterium halophilum str. DSM 17586 (GCA_003014615)	267374
Marinobacterium lutimaris (GCA_900108065)	568106
Marinobacterium mangrovicola str. DSM 27697 (GCA_004339595)	1476959
Marinobacterium sp. AK27 (GCA_000705555)	1232683
Marinobacterium stanieri (GCA_900155945)	49186
Marinococcus halophilus (GCA_002265875)	1371
Marinococcus luteus (GCA_900106595)	1122204
Marinomonas alcarazii str. CECT 7730 (GCA_003208215)	491949
Marinomonas aquimarina (GCA_900089755)	295068
Marinomonas aquiplantarum str. CECT 7732 (GCA_003314975)	491951
Marinomonas balearica str. CECT 7378 (GCA_004362145)	491947
Marinomonas communis str. DSM 5604 (GCA_004363305)	28254
Marinomonas foliarum str. CECT 7731 (GCA_003337275)	491950
Marinomonas fungiae (GCA_001517305)	1137284
Marinomonas gallaica (GCA_900089975)	1806667
Marinomonas hwangdonensis str. HDW-15 (GCA_003721245)	1053647
Marinomonas mediterranea MMB-1 (GCA_000192865)	717774
Marinomonas polaris DSM 16579 (GCA_900129155)	1122206
Marinomonas pollencensis str. CECT 7375 (GCA_003387375)	491954
Marinomonas posidonica IVIA-Po-181 str. IVIA-Po181 (GCA_000214215)	491952
Marinomonas primoryensis str. AceL (GCA_003285205)	178399
Marinomonas profundimaris str. D104 (GCA_000508165)	1208321
Marinomonas rhizomae str. CECT 7377 (GCA_003315485)	491948
Marinomonas sp. BSi20584 (GCA_002792415)	1594462
Marinomonas sp. MWYL1 (GCA_000017285)	400668
Marinomonas sp. QM202 (GCA_002173415)	1902503
Marinomonas sp. S3726 (GCA_000967665)	579484
Marinomonas sp. TW1 (GCA_001625355)	1561203
Marinomonas piezotolerans str. YLB-05 (GCA_003362755)	2213058
Marinomonas spartinae (GCA_900089775)	1792290
Marinomonas ushuaiensis DSM 15871 (GCA_000521805)	1122207
Marinoscillum furvescens DSM 4134 (GCA_003386095)	1122208
Marinospirillum alkaliphilum DSM 21637 (GCA_900119735)	1122209
Marinospirillum celere (GCA_900112235)	1122252
Marinovum algicola DG 898 (GCA_001046955)	988812
Marinovum sp. (GCA_002691045)	2024839
Mariprofundus aestuarium str. CP-5 and CP-8 (GCA_002795805)	1921086
Mariprofundus ferrinatatus str. CP-5 and CP-8 (GCA_002795825)	1921087
Mariprofundus ferrooxydans PV-1 (GCA_000153765)	314345
Mariprofundus micogutta str. ET2 (GCA_001895085)	1921010
Mariprofundus sp. P3 (GCA_005818865)	2528639
Mariprofundus sp. P7 (GCA_005818885)	2528640
Maripseudobacter aurantiacus str. KCTC 52409 (GCA_005780245)	1882343
Marispirochaeta aestuarii str. JC444 (GCA_002087085)	1963862
Maritalea mobilis str. CGMCC 1.7002 (GCA_004363175)	483324
Maritalea myrionectae str. HL2708#5 (GCA_003433515)	454601
Maritimibacter sp. 55A14 (GCA_003122205)	2174844
Maritimibacter sp. (GCA_002695005)	2003363
Maritimibacter sp. (GCA_002701395)	2003363
Maritimibacter sp. HL-12 (GCA_900177545)	1162418
Marivirga sericea (GCA_900177665)	1028
Marivirga tractuosa DSM 4126 (GCA_000183425)	643867
Marivita cryptomonadis str. CL-SK44 (GCA_002115725)	505252
Marivita geojedonensis str. DPG-138 (GCA_002115805)	1123756
Marivita hallyeonensis (GCA_900129875)	996342
Marivita sp. XM-24bin2 (GCA_003149565)	2133951
Marivivens niveibacter str. MCCC 1A06712 (GCA_002150005)	1930667
